cpf|nome|endereco|dia|mes|ano|telefone|cidade
23245845650|Chico Azevedo|Rua Sem Carros|11|04|1988|11454675678|Florianopolis
16954321346|Chico Jaca|Rua Numero Um|10|08|1954|67454675678|Sao Luis
77788888887|Franco Del Nero|Rua Joao Santos|09|06|1948|21454675678|Recife
69263835969|Luis Souza|Rua Recife|10|05|1998|72454675678|Aracaju
78025832929|Gustavo Jaca|Av. Campina Grande|18|06|1954|13454675678|Rio de Janeiro
86145051914|Chico Jaca|A. Da Cidade|26|07|1970|55454675678|Campinas
74613842794|Zenaide Jaca|Av. Movimentada|05|09|1988|15454675678|Campinas
85945744875|Franco Elgam|R. Numero Vinte|10|05|1948|22454675678|Aracaju
33489124073|Gustavo Santos|Rua Tres|22|01|1956|65454675678|Sao Paulo
05338507463|Bastos Rossi|Rua Carlos Silva|19|11|1948|72454675678|Florianopolis
77385101100|Jose Del Nero|Rua Joao Santos|01|08|1956|55454675678|Recife
23325760708|Tiana Hilder|Avenida Sete|19|03|1998|72454675678|Sao Paulo
94847576567|Paulo Rossi|R. Onze Mil|01|09|1954|65454675678|Rio de Janeiro
03791798227|Franco Jaca|Rua Carlos Silva|23|11|1954|23454675678|Recife
52186208903|Luis Del Nero|Av. Movimentada|22|10|1998|67454675678|Florianopolis
54050644088|Bastos Aragao|Avenida Numero Dois|10|11|1988|73454675678|Londrina
72114737977|Paulo Elgam|Avenida Sete|26|07|1970|85454675678|Campinas
06734949427|Bastos Frade|Rua Recife|05|01|1954|21454675678|Campinas
57414336263|Nair Jaca|R. Onze Mil|18|09|1976|21454675678|Curitiba
11910859702|Bastos Elgam|Avenida das Torres|07|02|1956|11454675678|Recife
86868686700|Chico Silva|R. Numero Vinte|22|05|1983|13454675678|Campinas
71908683724|Luis Zani|Rua Recife|23|02|1954|11454675678|Curitiba
16829909660|Gustavo Elgam|Av. Movimentada|22|02|1970|85454675678|Londrina
71912350807|Luis Del Nero|Rua Tres|10|05|1956|71454675678|Manaus
67877676506|Zenaide Gomes|Rua Carlos Silva|23|10|1983|86454675678|Cuiaba
56371129406|Ana Santos|Avenida Sete|19|06|1988|22454675678|Florianopolis
28084773259|Chico Souza|Av. Campina Grande|01|08|1948|55454675678|Londrina
81597668664|Jose Rossi|Rua Carlos Silva|09|09|1970|67454675678|Sao Paulo
63545454647|Tiana Santos|Rua Tres|07|12|1988|85454675678|Teresina
00178671185|Nair Zani|Rua Tres|10|10|1954|65454675678|Rio de Janeiro
86868768768|Maria Gomes|Rua Carlos Silva|01|03|1988|65454675678|Florianopolis
94298135365|Zenaide Silva|R. Onze Mil|14|01|1983|55454675678|Teresina
94847576567|Jose Azevedo|Avenida Numero Dois|07|08|1970|55454675678|Rio de Janeiro
32259820409|Ana Zani|Avenida das Torres|23|12|1983|67454675678|Sao Luis
99162716743|Luis Santos|Rua Tres|24|03|1983|15454675678|Curitiba
44109104858|Franco Azevedo|Rua Tres|11|03|1988|86454675678|Porto Alegre
89143269265|Luis Zani|Av. Movimentada|24|07|1970|15454675678|Florianopolis
94847576567|Chico Rossi|R. Numero Vinte|19|09|1988|23454675678|Aracaju
86868686700|Jose Frade|Rua Numero Um|23|06|1956|72454675678|Sao Luis
55588526902|Nair Elgam|Avenida Numero Dois|22|05|1956|72454675678|Campinas
94847576567|Chico Jaca|R. Onze Mil|17|02|1976|67454675678|Rio de Janeiro
77788888887|Zenaide Souza|Rua Tres|09|01|1983|23454675678|Porto Alegre
85735335103|Luis Avelar|Rua Joao Santos|11|09|1980|73454675678|Aracaju
23072609780|Ana Zani|R. Numero Vinte|10|07|1956|22454675678|Recife
07602208757|Zenaide Hilder|Rua Carlos Silva|01|12|1956|13454675678|Sao Paulo
52196976687|Chico Santos|Avenida Sete|17|12|1980|65454675678|Porto Alegre
42327932599|Gustavo Souza|A. Da Cidade|24|06|1988|55454675678|Sao Luis
18577562077|Paulo Souza|A. Da Cidade|11|01|1948|15454675678|Londrina
36626344498|Tiana Silva|Avenida das Torres|01|06|1998|86454675678|Porto Alegre
63545454647|Chico Del Nero|R. Numero Vinte|11|08|1976|22454675678|Londrina
02690348977|Tiana Zani|Av. Campina Grande|19|07|1976|67454675678|Rio de Janeiro
37254311241|Ana Rossi|Avenida Numero Dois|11|12|1956|65454675678|Curitiba
88668823990|Franco Souza|Rua Joao Santos|26|06|1970|22454675678|Curitiba
47205943280|Gustavo Aragao|Rua Numero Um|26|06|1998|15454675678|Florianopolis
86868768768|Luis Rossi|Avenida Numero Dois|10|02|1983|21454675678|Cuiaba
22906708984|Maria Elgam|A. Da Cidade|10|11|1983|85454675678|Aracaju
36590303096|Franco Jaca|Rua Recife|10|10|1983|11454675678|Aracaju
12786452171|Nair Avelar|Avenida Numero Dois|24|05|1948|21454675678|Sao Luis
77788888887|Luis Inacio|Av. Campina Grande|14|08|1998|67454675678|Teresina
63545454647|Ana Jaca|R. Numero Vinte|18|12|1988|55454675678|Londrina
38391227839|Ana Inacio|Rua Numero Um|17|01|1956|85454675678|Teresina
42340980860|Luis Aragao|Rua Joao Santos|14|06|1956|23454675678|Recife
77788888887|Nair Inacio|Avenida Numero Dois|26|02|1976|55454675678|Aracaju
43607539936|Gustavo Inacio|Rua Sem Carros|23|08|1998|11454675678|Teresina
48560842322|Nair Gomes|Av. Campina Grande|17|04|1998|22454675678|Porto Alegre
64753269256|Jose Avelar|Rua Carlos Silva|11|06|1956|72454675678|Teresina
94847576567|Jose Frade|Rua Sem Carros|09|03|1954|72454675678|Londrina
86868768768|Bastos Azevedo|Rua Tres|10|05|1970|13454675678|Cuiaba
45452228977|Chico Rossi|Rua Joao Santos|24|04|1988|11454675678|Cuiaba
60728628708|Luis Hilder|Avenida Sete|14|02|1976|65454675678|Teresina
32608068901|Nair Inacio|Rua Recife|10|06|1970|23454675678|Sao Paulo
16179359563|Gustavo Avelar|Av. Movimentada|10|03|1988|71454675678|Londrina
25404769530|Maria Frade|Avenida Sete|14|02|1980|55454675678|Porto Alegre
38808299422|Franco Avelar|Rua Sem Carros|24|05|1998|11454675678|Campinas
65925097831|Ana Souza|Rua Sem Carros|18|09|1983|23454675678|Sao Luis
45726182324|Chico Inacio|Avenida das Torres|18|05|1976|21454675678|Sao Paulo
20915725436|Gustavo Aragao|R. Numero Vinte|24|08|1998|21454675678|Londrina
57465820936|Maria Del Nero|A. Da Cidade|11|01|1956|65454675678|Rio de Janeiro
66813306901|Maria Inacio|Rua Tres|09|05|1983|72454675678|Florianopolis
63545454647|Jose Hilder|Avenida Numero Dois|22|10|1976|23454675678|Aracaju
42927886423|Gustavo Azevedo|R. Onze Mil|07|08|1980|15454675678|Sao Paulo
62506692568|Tiana Inacio|A. Da Cidade|18|12|1998|65454675678|Rio de Janeiro
08925034085|Jose Gomes|Avenida Sete|14|11|1983|85454675678|Recife
21689405848|Paulo Souza|Rua Carlos Silva|01|01|1983|11454675678|Aracaju
01054663874|Maria Silva|A. Da Cidade|10|01|1970|86454675678|Sao Paulo
17181994140|Jose Jaca|Av. Campina Grande|19|03|1976|86454675678|Londrina
30554817128|Gustavo Aragao|Rua Sem Carros|24|08|1998|22454675678|Sao Luis
65143145384|Gustavo Inacio|Av. Movimentada|19|07|1956|65454675678|Teresina
16831667015|Maria Zani|Rua Tres|22|05|1998|55454675678|Sao Luis
55502538524|Franco Jaca|A. Da Cidade|09|01|1988|65454675678|Londrina
39942473572|Zenaide Santos|Rua Joao Santos|10|02|1998|23454675678|Manaus
77788888887|Zenaide Avelar|Avenida das Torres|23|11|1998|55454675678|Londrina
57780748243|Zenaide Elgam|Av. Movimentada|23|01|1970|85454675678|Rio de Janeiro
90420181199|Paulo Aragao|Rua Sem Carros|26|03|1983|23454675678|Teresina
27486700786|Jose Avelar|Rua Numero Um|14|10|1988|67454675678|Campinas
78037319962|Gustavo Azevedo|R. Onze Mil|09|05|1954|23454675678|Londrina
54675920764|Jose Del Nero|Avenida das Torres|19|12|1956|72454675678|Sao Luis
08820571200|Gustavo Aragao|Avenida Numero Dois|19|05|1948|86454675678|Curitiba
83709061172|Jose Del Nero|Rua Carlos Silva|09|01|1983|73454675678|Porto Alegre
94847576567|Chico Santos|Avenida Sete|24|08|1954|86454675678|Londrina
76359970929|Ana Inacio|Av. Movimentada|17|11|1976|73454675678|Sao Luis
25752769000|Maria Elgam|Rua Tres|23|05|1998|86454675678|Recife
58310990324|Tiana Jaca|Rua Recife|19|03|1970|86454675678|Recife
10509060390|Luis Santos|Rua Sem Carros|18|08|1970|15454675678|Florianopolis
92341715354|Zenaide Zani|Rua Numero Um|07|07|1980|11454675678|Campinas
35523331180|Jose Silva|Avenida Numero Dois|17|01|1970|55454675678|Aracaju
40136932835|Tiana Avelar|Rua Recife|10|11|1948|85454675678|Rio de Janeiro
28150280936|Franco Elgam|Rua Recife|10|06|1998|13454675678|Londrina
20628495404|Jose Inacio|Avenida das Torres|22|04|1983|85454675678|Rio de Janeiro
77788888887|Gustavo Gomes|R. Onze Mil|10|09|1983|65454675678|Londrina
66843405215|Paulo Inacio|Rua Tres|10|08|1983|15454675678|Teresina
11602178828|Gustavo Frade|Rua Tres|11|11|1956|55454675678|Cuiaba
35508249710|Jose Avelar|Avenida Sete|24|10|1976|21454675678|Sao Paulo
46610252378|Maria Rossi|A. Da Cidade|24|02|1980|85454675678|Cuiaba
27568539172|Ana Rossi|Avenida das Torres|17|08|1956|85454675678|Londrina
63545454647|Luis Hilder|Av. Movimentada|19|04|1980|21454675678|Campinas
86868686700|Nair Aragao|Avenida Sete|19|01|1983|15454675678|Sao Paulo
36931216139|Luis Silva|Rua Sem Carros|01|11|1954|86454675678|Teresina
77788888887|Gustavo Avelar|Av. Movimentada|26|05|1954|72454675678|Porto Alegre
12624753923|Paulo Del Nero|Rua Numero Um|10|08|1976|73454675678|Cuiaba
46358089552|Zenaide Hilder|Av. Movimentada|10|09|1976|13454675678|Sao Luis
42263852417|Chico Frade|Rua Recife|18|07|1976|73454675678|Recife
20447887300|Maria Hilder|Rua Joao Santos|22|01|1980|65454675678|Sao Paulo
81853593346|Maria Santos|Rua Carlos Silva|26|02|1998|65454675678|Porto Alegre
40628498365|Luis Rossi|Avenida Sete|22|11|1948|86454675678|Teresina
75235877390|Chico Silva|Rua Carlos Silva|01|04|1970|73454675678|Florianopolis
95694756681|Maria Gomes|Rua Tres|11|03|1988|55454675678|Curitiba
54275125789|Maria Frade|Rua Tres|01|11|1956|55454675678|Manaus
77803662862|Chico Azevedo|Rua Numero Um|26|06|1988|73454675678|Teresina
86171744123|Zenaide Inacio|Rua Tres|18|03|1948|85454675678|Sao Luis
64812306590|Paulo Inacio|Rua Recife|14|11|1948|55454675678|Sao Luis
77788888887|Nair Aragao|Rua Recife|19|05|1998|85454675678|Florianopolis
54088026632|Nair Hilder|Rua Recife|17|02|1976|85454675678|Cuiaba
77788888887|Chico Silva|A. Da Cidade|17|10|1998|23454675678|Florianopolis
86868768768|Paulo Avelar|Rua Recife|11|09|1948|85454675678|Rio de Janeiro
52024839614|Bastos Rossi|Av. Campina Grande|10|09|1988|67454675678|Rio de Janeiro
17807757337|Nair Souza|Rua Carlos Silva|01|02|1956|22454675678|Recife
16239584401|Nair Elgam|R. Onze Mil|05|01|1980|55454675678|Cuiaba
07218244980|Ana Silva|Rua Sem Carros|05|09|1956|86454675678|Aracaju
27970116272|Nair Rossi|Av. Movimentada|01|08|1956|72454675678|Cuiaba
53585870120|Gustavo Silva|Rua Recife|05|03|1980|71454675678|Sao Paulo
76720861034|Maria Jaca|R. Onze Mil|22|01|1980|73454675678|Teresina
86868686700|Zenaide Santos|Rua Tres|14|10|1988|86454675678|Porto Alegre
55833710219|Bastos Zani|Av. Campina Grande|26|07|1948|72454675678|Londrina
77788888887|Zenaide Inacio|R. Onze Mil|23|11|1988|21454675678|Cuiaba
83514218129|Nair Elgam|Rua Recife|09|12|1980|85454675678|Londrina
28372074038|Franco Hilder|Av. Movimentada|10|10|1998|55454675678|Recife
67301015046|Gustavo Silva|Rua Joao Santos|05|05|1948|71454675678|Campinas
58878079898|Nair Santos|Av. Movimentada|09|08|1956|65454675678|Teresina
97306155784|Jose Jaca|Av. Campina Grande|07|01|1970|65454675678|Aracaju
49606101231|Tiana Zani|R. Numero Vinte|18|11|1983|67454675678|Sao Luis
33847770187|Nair Santos|Avenida Sete|24|03|1956|71454675678|Sao Luis
19917015191|Luis Azevedo|Rua Numero Um|05|02|1998|23454675678|Teresina
40087242060|Tiana Inacio|A. Da Cidade|10|10|1970|71454675678|Curitiba
94847576567|Maria Gomes|Rua Tres|05|08|1983|72454675678|Teresina
79694148260|Ana Aragao|Av. Movimentada|14|09|1976|86454675678|Aracaju
43773816014|Paulo Avelar|Avenida das Torres|24|10|1970|13454675678|Sao Paulo
00699370957|Chico Del Nero|Rua Carlos Silva|23|10|1948|23454675678|Londrina
11665953667|Nair Jaca|Avenida Numero Dois|07|06|1980|22454675678|Londrina
86868768768|Tiana Del Nero|Rua Recife|19|11|1948|72454675678|Curitiba
76764368503|Bastos Aragao|R. Numero Vinte|14|06|1980|86454675678|Londrina
76964560165|Maria Zani|Rua Tres|14|12|1998|13454675678|Londrina
86868686700|Jose Zani|A. Da Cidade|10|03|1956|72454675678|Teresina
86868686700|Jose Elgam|Rua Sem Carros|26|06|1970|85454675678|Sao Luis
89368701652|Nair Souza|Rua Carlos Silva|11|04|1970|13454675678|Rio de Janeiro
16125623610|Zenaide Elgam|Av. Movimentada|07|10|1948|85454675678|Florianopolis
77788888887|Bastos Jaca|Av. Campina Grande|22|07|1954|23454675678|Cuiaba
76418224108|Maria Hilder|Rua Numero Um|01|01|1948|55454675678|Rio de Janeiro
07015633035|Maria Zani|R. Onze Mil|14|01|1983|85454675678|Londrina
77788888887|Chico Inacio|Rua Sem Carros|10|05|1956|72454675678|Curitiba
41317434188|Ana Aragao|Rua Joao Santos|19|01|1983|23454675678|Curitiba
23405943752|Zenaide Aragao|R. Onze Mil|11|08|1948|72454675678|Campinas
17636812037|Franco Inacio|Avenida Numero Dois|10|06|1954|23454675678|Sao Luis
96212264732|Bastos Jaca|R. Onze Mil|09|12|1948|13454675678|Porto Alegre
41383974420|Nair Elgam|R. Onze Mil|19|11|1956|23454675678|Campinas
72047926610|Luis Hilder|Av. Campina Grande|19|01|1948|22454675678|Recife
54338166487|Franco Frade|Avenida Sete|10|01|1954|21454675678|Florianopolis
13547648467|Chico Inacio|Avenida Numero Dois|26|11|1956|71454675678|Teresina
05771293091|Jose Zani|R. Numero Vinte|10|08|1988|55454675678|Porto Alegre
86868768768|Franco Aragao|Rua Recife|19|11|1956|67454675678|Cuiaba
63545454647|Zenaide Gomes|Avenida Numero Dois|26|03|1956|72454675678|Teresina
74866005289|Paulo Rossi|Avenida Sete|10|03|1970|67454675678|Sao Paulo
42599767024|Nair Inacio|R. Numero Vinte|24|02|1948|23454675678|Sao Luis
94800639808|Chico Santos|A. Da Cidade|22|01|1948|71454675678|Florianopolis
97124952050|Paulo Rossi|Rua Numero Um|05|02|1948|15454675678|Aracaju
11369537107|Paulo Aragao|Av. Campina Grande|14|05|1976|13454675678|Cuiaba
50084751932|Tiana Inacio|Avenida Sete|23|02|1954|67454675678|Sao Luis
77788888887|Paulo Inacio|Rua Tres|22|03|1954|86454675678|Rio de Janeiro
77788888887|Gustavo Elgam|Rua Sem Carros|01|08|1988|71454675678|Porto Alegre
10658517155|Zenaide Hilder|Rua Sem Carros|24|09|1976|22454675678|Teresina
09680701913|Maria Aragao|A. Da Cidade|18|11|1998|71454675678|Porto Alegre
54678185038|Paulo Azevedo|Rua Tres|01|11|1988|67454675678|Campinas
49288036806|Luis Elgam|Avenida Sete|11|01|1980|72454675678|Curitiba
94847576567|Chico Avelar|R. Numero Vinte|10|09|1956|13454675678|Cuiaba
63545454647|Ana Hilder|R. Onze Mil|11|05|1970|13454675678|Florianopolis
26356157135|Nair Rossi|Av. Campina Grande|14|11|1980|86454675678|Recife
63545454647|Jose Souza|Avenida Numero Dois|22|04|1980|86454675678|Teresina
63545454647|Paulo Santos|Av. Movimentada|14|08|1970|67454675678|Florianopolis
39877666979|Tiana Zani|R. Numero Vinte|22|03|1983|15454675678|Teresina
70858123207|Zenaide Azevedo|Avenida Sete|23|10|1970|71454675678|Cuiaba
77788888887|Ana Inacio|Rua Recife|19|03|1980|55454675678|Aracaju
16295421997|Bastos Jaca|Avenida Sete|26|11|1948|23454675678|Recife
28412631269|Zenaide Zani|A. Da Cidade|19|04|1956|22454675678|Aracaju
77316490241|Gustavo Aragao|Avenida das Torres|07|06|1970|85454675678|Cuiaba
04315586200|Bastos Avelar|Rua Carlos Silva|10|05|1954|85454675678|Aracaju
96016584240|Maria Frade|Rua Numero Um|11|09|1976|11454675678|Campinas
08989122104|Luis Aragao|Rua Carlos Silva|11|05|1970|55454675678|Porto Alegre
88101965629|Chico Zani|Rua Tres|18|11|1948|55454675678|Teresina
31387811282|Luis Aragao|Av. Campina Grande|14|05|1956|65454675678|Teresina
82902691459|Bastos Zani|Avenida Sete|22|10|1983|71454675678|Manaus
85335079258|Chico Elgam|Avenida das Torres|07|03|1988|65454675678|Florianopolis
77788888887|Gustavo Azevedo|Rua Numero Um|26|11|1948|65454675678|Aracaju
90537025391|Ana Santos|R. Numero Vinte|17|08|1988|65454675678|Sao Paulo
66807974973|Jose Elgam|Rua Tres|07|05|1948|67454675678|Campinas
57202459442|Bastos Azevedo|R. Numero Vinte|23|07|1954|15454675678|Curitiba
34305101637|Jose Aragao|Rua Sem Carros|11|11|1954|55454675678|Sao Luis
90360232540|Franco Azevedo|Rua Numero Um|23|07|1954|11454675678|Cuiaba
88202124557|Bastos Souza|Rua Sem Carros|10|09|1988|55454675678|Sao Paulo
77339415556|Ana Santos|Rua Sem Carros|18|10|1983|15454675678|Curitiba
39838092789|Gustavo Frade|R. Numero Vinte|18|11|1976|11454675678|Recife
21622414551|Jose Santos|Rua Numero Um|10|12|1976|85454675678|Campinas
67219623062|Chico Silva|Av. Campina Grande|18|05|1970|67454675678|Rio de Janeiro
81110231202|Franco Elgam|Avenida das Torres|26|04|1998|72454675678|Recife
86868768768|Maria Rossi|Avenida Sete|11|01|1988|55454675678|Sao Luis
08683357708|Bastos Aragao|Avenida Numero Dois|14|08|1983|72454675678|Recife
16706796590|Gustavo Elgam|Rua Tres|10|04|1983|86454675678|Cuiaba
01763953777|Chico Inacio|R. Onze Mil|09|06|1948|15454675678|Campinas
49777503148|Nair Rossi|Av. Campina Grande|11|03|1988|86454675678|Sao Paulo
47621790270|Bastos Inacio|Rua Recife|10|01|1954|67454675678|Cuiaba
02722045362|Zenaide Azevedo|Rua Recife|01|02|1970|23454675678|Recife
63545454647|Ana Souza|R. Numero Vinte|01|04|1970|21454675678|Florianopolis
42392374910|Bastos Del Nero|Av. Campina Grande|24|12|1983|13454675678|Aracaju
11692530674|Luis Rossi|Rua Recife|22|08|1983|13454675678|Florianopolis
81010930958|Gustavo Rossi|Avenida Numero Dois|17|02|1948|21454675678|Curitiba
86868768768|Luis Silva|Rua Tres|14|01|1988|22454675678|Teresina
30998141488|Tiana Aragao|Av. Movimentada|01|07|1998|85454675678|Campinas
02236477481|Tiana Souza|Rua Recife|18|04|1976|71454675678|Sao Luis
94847576567|Maria Silva|Av. Campina Grande|24|01|1976|22454675678|Porto Alegre
68737202758|Jose Jaca|Avenida Numero Dois|11|11|1983|21454675678|Curitiba
23124969685|Bastos Avelar|Rua Carlos Silva|11|07|1976|21454675678|Aracaju
94847576567|Gustavo Hilder|Avenida Sete|14|03|1954|21454675678|Cuiaba
56509002302|Franco Frade|Rua Carlos Silva|24|08|1998|11454675678|Sao Paulo
15797346265|Paulo Elgam|Rua Recife|07|10|1970|85454675678|Recife
77677622380|Chico Azevedo|A. Da Cidade|10|03|1976|23454675678|Florianopolis
94847576567|Tiana Zani|Rua Joao Santos|26|11|1988|15454675678|Aracaju
13037103230|Luis Avelar|Avenida das Torres|01|01|1983|73454675678|Cuiaba
63545454647|Maria Inacio|R. Numero Vinte|17|07|1988|71454675678|Florianopolis
10171102550|Ana Rossi|Av. Movimentada|10|12|1980|85454675678|Londrina
81191299384|Tiana Santos|Avenida das Torres|11|01|1948|15454675678|Aracaju
68648974275|Bastos Aragao|R. Numero Vinte|05|01|1948|22454675678|Sao Paulo
56602843370|Gustavo Jaca|R. Numero Vinte|10|01|1954|21454675678|Cuiaba
19857050603|Jose Inacio|Av. Campina Grande|24|10|1948|67454675678|Recife
54210757969|Bastos Elgam|Avenida das Torres|17|08|1980|72454675678|Rio de Janeiro
86868768768|Jose Rossi|Rua Numero Um|09|04|1976|65454675678|Curitiba
02899292889|Tiana Souza|Av. Campina Grande|01|04|1980|21454675678|Recife
75495513401|Nair Rossi|A. Da Cidade|09|04|1970|13454675678|Sao Paulo
92132112100|Jose Zani|Av. Movimentada|01|02|1970|85454675678|Teresina
27126118880|Gustavo Souza|Avenida Sete|05|09|1976|21454675678|Sao Paulo
97560231470|Franco Rossi|Avenida das Torres|19|02|1954|15454675678|Aracaju
64306096505|Franco Inacio|Rua Sem Carros|10|03|1983|72454675678|Manaus
11128922657|Chico Elgam|Av. Movimentada|11|09|1970|21454675678|Florianopolis
00787117625|Maria Zani|Av. Campina Grande|18|04|1970|71454675678|Porto Alegre
11194254098|Luis Frade|Avenida Numero Dois|26|05|1988|73454675678|Londrina
76408051391|Chico Souza|Rua Joao Santos|14|11|1998|72454675678|Rio de Janeiro
77724207062|Tiana Aragao|Av. Movimentada|19|04|1956|13454675678|Cuiaba
36148093901|Gustavo Zani|Rua Joao Santos|23|05|1956|73454675678|Sao Paulo
42687826308|Jose Jaca|Av. Campina Grande|19|04|1954|85454675678|Aracaju
94847576567|Maria Azevedo|Avenida Numero Dois|14|07|1976|71454675678|Aracaju
38202612306|Bastos Azevedo|Avenida Numero Dois|24|01|1956|15454675678|Sao Luis
53104719101|Zenaide Elgam|Rua Recife|17|03|1983|67454675678|Sao Luis
86868768768|Tiana Souza|Avenida das Torres|23|05|1976|72454675678|Sao Luis
04189854727|Paulo Santos|R. Numero Vinte|01|05|1976|71454675678|Sao Paulo
34806609595|Ana Souza|Avenida das Torres|23|10|1970|22454675678|Sao Paulo
53396101286|Luis Elgam|Rua Joao Santos|07|08|1970|13454675678|Sao Luis
28140720216|Maria Inacio|Avenida das Torres|22|07|1998|67454675678|Sao Luis
69655911292|Tiana Souza|R. Onze Mil|18|06|1948|86454675678|Cuiaba
69192050921|Tiana Rossi|Rua Numero Um|10|11|1954|23454675678|Sao Paulo
76507806358|Ana Azevedo|R. Onze Mil|10|10|1980|67454675678|Campinas
43020594006|Paulo Hilder|Av. Movimentada|01|09|1970|23454675678|Porto Alegre
94847576567|Tiana Santos|Avenida Numero Dois|10|08|1983|22454675678|Curitiba
03758043581|Maria Inacio|Rua Joao Santos|10|01|1970|23454675678|Aracaju
65783958654|Maria Azevedo|R. Onze Mil|05|02|1998|15454675678|Campinas
81894616219|Ana Rossi|Avenida Numero Dois|10|01|1998|13454675678|Recife
06070568354|Ana Gomes|Avenida Numero Dois|09|12|1980|72454675678|Campinas
